text,cleaned_text
"PLEASE SELL THE EGG. KEEP THE HOUSE. <3
PLEASE!!!",SELL EGG HOUSE 3PLEASE
Better than main channel,Better main channel
"Sell the Egg, Keep the god dang house. And Live your Best Life with Sophia. Don’t make us the reason you can’t enjoy life. And Personally the Veyron was better then the egg",Sell Egg god dang house Live Best Life Sophia Dont reason cant enjoy life Personally Veyron better egg
Bro we haven’t seen Burlacher in forever I hope y’all are still friends,Bro havent seen Burlacher forever hope yall friends
if you go porsche pls go 3rs ive been asking since luke wanted a porsche 😂,porsche pls 3rs ive asking luke wanted porsche
"Please don't get a 992. Go 991. And if you're on the fence or turbo s or gt3rs I got the perfect solution for you, 991 gt2rs 😏",dont 992 991 youre fence turbo gt3rs got perfect solution 991 gt2rs
"Strad as much as you might like the egg, your life won’t be any different. Your content is only barely affected by the egg and with the money from the egg, you could do many new cool house renovations",Strad like egg life wont different content barely affected egg money egg new cool house renovations
Yo please get a 992 gt3rs,Yo 992 gt3rs
How are you not getting pulled over for speeding cause you are speeding and not getting pulled over,getting pulled speeding cause speeding getting pulled
Sell the huevo 🥚,Sell huevo
Bro i can't stand you,Bro cant stand
sell egg and keep the house strad😭,sell egg house strad
when are u guys gonna have a baby,u guys gonna baby
Sell.the.egg!,Selltheegg
Sell the egg come on it’s a dream car but just think you can get alot more cooler car (for me atleast) if I had it I’d sell it,Sell egg come dream car think alot cooler car atleast Id sell
That Porsche sounded like a fart when it revved!,Porsche sounded like fart revved
"Those are concrete anchors, not bolts just a heads up",concrete anchors bolts heads
"SELL EGG ✅️
KEEP EGG ❌️",SELL EGG EGG
🫡🏎️💨👑,
"Nahhhhh, America doesn’t need an EPA!  Go Trump!!",Nahhhhh America doesnt need EPA Trump
sell the egg,sell egg
"Secure your future before you secure any form of content. You’re past that. Sell the egg, and enjoy life with your dream home and your partner.",Secure future secure form content Youre past Sell egg enjoy life dream home partner
"Well, It is a federal crime to vandalize a mailbox. It looks pretty vandalized lol.",federal crime vandalize mailbox looks pretty vandalized lol
No you sell the way to big of a house for 2 people and some cars and keep the egg,sell way big house 2 people cars egg
Keep the EGG sell the house and buy a trailer house and park your Koeinsegg out front 🤣🤣,EGG sell house buy trailer house park Koeinsegg
The egg wasn’t worth it sell it and keep your home,egg wasnt worth sell home
"Bro financial speaking the video value you get from the egg is lower in views because it's less known, Lamborghini does do more overall for YouTube your get more from sophia on channel so sell the egg and get engaged you can always get a egg again eventually god does thing for a reason",Bro financial speaking video value egg lower views known Lamborghini overall YouTube sophia channel sell egg engaged egg eventually god thing reason
Sell the egg and get a R34,Sell egg R34
"Sell the Sophia marry the egg…
Wait…",Sell Sophia marry eggWait
"0:53 650,000🤣🤣😂😂😂🤡🤡🤡🤡 ur lucky if I give u 3k😂😂 it’s only worth what i would pay",053 650000 ur lucky u 3k worth pay
Strad the king of clickbait,Strad king clickbait
"Hey James actually, we really miss these kind of videos. Even if there nothing really going on, just being with you is amazing! Thank you brother. Been here since you bought the R8 <3",Hey James actually miss kind videos going amazing Thank brother bought R8 3
Video #3 sell the egg. Sell the dang Koenigsegg.,Video 3 sell egg Sell dang Koenigsegg
It’s called salt James,called salt James
Sell the egg,Sell egg
you need to see a 5000hp hemi. that's the american sound,need 5000hp hemi thats american sound
Sell the egg,Sell egg
Why is everybody wanting him to sell the egg?,everybody wanting sell egg
Sell the egg,Sell egg
"For a turbo s go 991 if you can get a manual, if not then definitely a 992",turbo 991 manual definitely 992
soon this car will be 1Mil,soon car 1Mil
Sell the 🥚 pls,Sell pls
Here before he changes the thumbnail and title for the fourth time haha,changes thumbnail title fourth time haha
WHY THE SHOUTING,SHOUTING
Yes that is a federal crime because he knowingly damaged government property and left the scene of the accident. 12:00,Yes federal crime knowingly damaged government property left scene accident 1200
I remember suggesting to get a heated driveway while the whole house was just plans and nothing had been started.,remember suggesting heated driveway house plans started
"Sophia is much fun, they must have a blast together",Sophia fun blast
I guessed it was one of your car delivery trucks. I was right about the big truck👍,guessed car delivery trucks right big truck
The winter Smog,winter Smog
Sell egg,Sell egg
It’s a federal crime the way you say federal,federal crime way federal
Sell the egg please don’t sell the house,Sell egg dont sell house
"Definitely sell the Egg. Buy one down the road. Enjoy the house, fill it up, enjoy life. Buy, sell some cars. Become a pizza king. Dont sell the house.",Definitely sell Egg Buy road Enjoy house fill enjoy life Buy sell cars pizza king Dont sell house
Damn bro when she said I’ll clean them for you I’d drop to 1 knee right then and there,Damn bro said Ill clean Id drop 1 knee right
Buy a maserati Mc20 i own one and I have to say it's a amazing car  sounds beautiful with a exhaust too,Buy maserati Mc20 amazing car sounds beautiful exhaust
Can u please go back and start doing again good videos!!! Please,u start good videos
This channel has gotten depressing it’s no longer a channel about cars it’s about his mid life crisis he doesn’t buy anymore cars cause he afraid to spend money to make money,channel gotten depressing longer channel cars mid life crisis doesnt buy anymore cars cause afraid spend money money
Strad complaining about Salt Lake's air pollution after decatting dozens of cars.,Strad complaining Salt Lakes air pollution decatting dozens cars
"Hey, what ever happened to the two car build challenge between you and Soph? Did I miss the video. Haven’t seen any new updates on that?",Hey happened car build challenge Soph miss video Havent seen new updates
If I was your neighbor I would probably think it was one of your delivery trucks l o l,neighbor probably think delivery trucks l l
sell the egg,sell egg
"Those are anchors and not bolts and that is how the anchors are, split in half.",anchors bolts anchors split half
Those weren't bolts silly! Those are plastic or cast aluminum sleeves that are put in concrete to give the bolt something to bite into. I.E instant threads.,werent bolts silly plastic cast aluminum sleeves concrete bolt bite IE instant threads
Sell the egg,Sell egg
please sell the Egg,sell Egg
Definitely GT2RS.,Definitely GT2RS
strad keep the countach and sell the egg stop selling your cars the countach is your dream car bro,strad countach sell egg stop selling cars countach dream car bro
Sell the egg,Sell egg
I actually want to go against everyone and say don’t sell the egg but I honestly am not that interested in it anymore,actually want dont sell egg honestly interested anymore
Marry Sophia. Everything else is secondary to that.,Marry Sophia secondary
Strad make sure you try to cover your street name if you don’t want people to know where you live just a heads up…  and definitely get a Gt3rs,Strad sure try cover street dont want people know live heads definitely Gt3rs
Sell the egg,Sell egg
Sell the car. Keep the house. Do not ruin your future over some car. Cars don’t sustain families. Houses do,Sell car house ruin future car Cars dont sustain families Houses
"Hey Strad,

It’s your money, your cars, your empire. Do whatever you want and we will support you along the way.

<3",Hey StradIts money cars empire want support way3
Why do people keep saying sell the egg,people saying sell egg
"11:58 yes, yes that is, destruction of federal property",1158 yes yes destruction federal property
Call the Department of transportation,Department transportation
I didn't realize this was the second channel untill he said it :O,didnt realize second channel untill said
Next episode strad is fixing one of his cars,episode strad fixing cars
SELL THE EGG,SELL EGG
Tampering with a mailbox is a federal crime,Tampering mailbox federal crime
"Sell the egg, buy a 992 911 turbo s. Then pop the question to the wonderful person in your life so she doesnt have to spend time in canada so she isnt illegal lol.",Sell egg buy 992 911 turbo pop question wonderful person life doesnt spend time canada isnt illegal lol
Pretty sure the drives dispatch knows about the situation.,Pretty sure drives dispatch knows situation
Come on bro...snitches get stitches...😁,Come brosnitches stitches
Everyone saying marry Sophia. Yea as long as you set up your prenuptial agreement and make sure you are good on your end I agree completely. Also Strad you can easily put some weight on and get ripped don't feel bad about your chicken wings anyone can do it!!,saying marry Sophia Yea long set prenuptial agreement sure good end agree completely Strad easily weight ripped dont feel bad chicken wings
OMG! Strad is his own personal doomloop 😵,OMG Strad personal doomloop
